text,label
  stress but not depression,-1
  no suicidal but die,1
  no suicidal but life cant,-1
  hope not depression,-1
  not,0
  not suicidal god,-1
  hope not depression,-1
  stress but not depression,-1
  no suicidal but dont,-1
  no suicidal but dont,-1
  stress but not depression,-1
  stress but not depression,-1
  suicidal panic play park,1
  hope not depression,-1
  feel sufficiently suicidal,1
  not suicidal silly,-1
  not suicidal god,-1
  hope not depression,-1
  not suicidal silly,-1
  no suicidal but life cant,-1
  stress but not depression,-1
  no suicidal but die,1
  stress but not depression,-1
  no suicidal but life cant,-1
  stress but not depression,-1
  no suicidal but dont,-1
  no suicidal but life cant,-1
  stress but not depression,-1
  hope not depression,-1
  no suicidal but life cant,-1
  no suicidal but dont,-1
  not suicidal god,-1
  no suicidal but life cant,-1
  no suicidal but life cant,-1
  no suicidal but die,1
  feel sufficiently suicidal,1
  no suicidal but life cant,-1
  hope not depression,-1
  no suicidal but life cant,-1
  not suicidal god,-1
  no suicidal but dont,-1
  hope not depression,-1
 ,0
  stress but not depression,-1
  stress but not depression,-1
  no suicidal but dont,-1
  hope not depression,-1
  hope not depression,-1
  no suicidal but die,1
  hope not depression,-1
  no suicidal but dont,-1
  not suicidal god,-1
  hope not depression,-1
  stress but not depression,-1
  no suicidal but dont,-1
  stress but not depression,-1
  no suicidal but dont,-1
  no suicidal but life cant,-1
  not suicidal god,-1
  no suicidal but life cant,-1
  no suicidal but die,1
  no suicidal but life cant,-1
  stress but not depression,-1
  hope not depression,-1
  no suicidal but life cant,-1
  not suicidal god,-1
  not suicidal sha tire living country break work,-1
  no suicidal but life cant,-1
  no suicidal but life cant,-1
  stress but not depression,-1
  stress but not depression,-1
  no suicidal but life cant,-1
  feel sufficiently suicidal,1
  no suicidal but life cant,-1
  not suicidal sha tire living country break work,-1
  not suicidal sha tire living country break work,-1
  not suicidal god,-1
  no suicidal but dont,-1
  feel sufficiently suicidal,1
  no suicidal but dont,-1
  suicidal panic play park,1
  hope not depression,-1
  no suicidal but life cant,-1
  stress but not depression,-1
  no suicidal but life cant,-1
  not,0
  not suicidal sha tire living country break work,-1
  no suicidal but die,1
  not suicidal sha tire living country break work,-1
  not suicidal god,-1
  hope not depression,-1
  no suicidal but dont,-1
  not suicidal god,-1
  hope not depression,-1
  no suicidal but dont,-1
  stress but not depression,-1
  stress but not depression,-1
  no suicidal but die,1
  not suicidal sha tire living country break work,-1
  not suicidal sha tire living country break work,-1
  feel sufficiently suicidal,1
  no suicidal but life cant,-1
  no suicidal but dont,-1
  not suicidal god,-1
  no suicidal but life cant,-1
  no suicidal but die,1
  stress but not depression,-1
  no suicidal but die,1
  no suicidal but dont,-1
  no suicidal but life cant,-1
  stress but not depression,-1
  not suicidal silly,-1
  hope not depression,-1
  no suicidal but life cant,-1
  no suicidal but dont,-1
  not suicidal silly,-1
  no suicidal but die,1
  not suicidal silly,-1
  not suicidal god,-1
  no suicidal but die,1
  hope not depression,-1
  no suicidal but dont,-1
  no suicidal but life cant,-1
  no suicidal but life cant,-1
  not suicidal god,-1
  no suicidal but die,1
  feel sufficiently suicidal,1
  feel sufficiently suicidal,1
  stress but not depression,-1
  hope not depression,-1
  no suicidal but life cant,-1
  not suicidal god,-1
  no suicidal but die,1
  no suicidal but die,1
  no suicidal but die,1
  no suicidal but dont,-1
  not suicidal god,-1
  not suicidal sha tire living country break work,-1
  no suicidal but life cant,-1
  no suicidal but die,1
  stress but not depression,-1
  not,0
  not suicidal sha tire living country break work,-1
  not suicidal god,-1
  hope not depression,-1
  hope not depression,-1
  stress but not depression,-1
  no suicidal but life cant,-1
 ,0
  not suicidal sha tire living country break work,-1
  no suicidal but die,1
  no suicidal but life cant,-1
  no suicidal but dont,-1
  hope not depression,-1
  no suicidal but life cant,-1
  no suicidal but dont,-1
  no suicidal but life cant,-1
 ,0
  no suicidal but life cant,-1
  hope not depression,-1
  no suicidal but life cant,-1
  no suicidal but die,1
 ,0
  no suicidal but dont,-1
  stress but not depression,-1
 ,0
  no suicidal but life cant,-1
  stress but not depression,-1
  no suicidal but life cant,-1
  hope not depression,-1
  no suicidal but life cant,-1
  no suicidal but dont,-1
  no suicidal but dont,-1
  no suicidal but die,1
  not suicidal sha tire living country break work,-1
  no suicidal but life cant,-1
  no suicidal but life cant,-1
  no suicidal but life cant,-1
  no suicidal but die,1
  feel sufficiently suicidal,1
  no suicidal but life cant,-1
  not suicidal sha tire living country break work,-1
  feel sufficiently suicidal,1
  no suicidal but die,1
  not suicidal sha tire living country break work,-1
 ,0
  no suicidal but dont,-1
  suicidal panic play park,1
  no suicidal but life cant,-1
  no suicidal but life cant,-1
  not suicidal god,-1
  not,0
  no suicidal but life cant,-1
  no suicidal but life cant,-1
  hope not depression,-1
  feel sufficiently suicidal,1
  feel sufficiently suicidal,1
  no suicidal but life cant,-1
  no suicidal but life cant,-1
  no suicidal but dont,-1
  no suicidal but die,1
  no suicidal but dont,-1
  no suicidal but dont,-1
  not suicidal sha tire living country break work,-1
  hope not depression,-1
  suicidal panic play park,1
  stress but not depression,-1
  no suicidal but life cant,-1
  no suicidal but life cant,-1
  not suicidal sha tire living country break work,-1
  hope not depression,-1
  hope not depression,-1
  no suicidal but life cant,-1
  hope not depression,-1
  not suicidal silly,-1
  no suicidal but life cant,-1
  no suicidal but life cant,-1
 ,0
  no suicidal but dont,-1
  no suicidal but life cant,-1
  no suicidal but dont,-1
  not,0
  not suicidal sha tire living country break work,-1
  no suicidal but dont,-1
  no suicidal but die,1
  not suicidal sha tire living country break work,-1
 ,0
  no suicidal but dont,-1
  not suicidal god,-1
  no suicidal but die,1
  not suicidal god,-1
  no suicidal but die,1
  not suicidal silly,-1
  no suicidal but life cant,-1
  no suicidal but dont,-1
  hope not depression,-1
  hope not depression,-1
  no suicidal but life cant,-1
  not suicidal god,-1
  stress but not depression,-1
  not suicidal sha tire living country break work,-1
  no suicidal but dont,-1
  no suicidal but dont,-1
  no suicidal but dont,-1
  stress but not depression,-1
  not suicidal god,-1
  no suicidal but life cant,-1
  no suicidal but life cant,-1
  not suicidal sha tire living country break work,-1
 ,0
  hope not depression,-1
  no suicidal but dont,-1
  not suicidal god,-1
  not,0
  stress but not depression,-1
  no suicidal but life cant,-1
  no suicidal but die,1
  no suicidal but life cant,-1
  suicidal panic play park,1
  hope not depression,-1
 ,0
  feel sufficiently suicidal,1
  hope not depression,-1
  hope not depression,-1
  no suicidal but die,1
  stress but not depression,-1
  hope not depression,-1
  no suicidal but life cant,-1
  no suicidal but die,1
  not,0
  hope not depression,-1
  not,0
  not suicidal sha tire living country break work,-1
  not suicidal sha tire living country break work,-1
  no suicidal but dont,-1
  not suicidal god,-1
  no suicidal but die,1
  stress but not depression,-1
  feel sufficiently suicidal,1
  suicidal panic play park,1
  stress but not depression,-1
  no suicidal but dont,-1
 ,0
  not suicidal sha tire living country break work,-1
  not suicidal god,-1
 ,0
  no suicidal but life cant,-1
  not suicidal god,-1
  not suicidal god,-1
  no suicidal but life cant,-1
  no suicidal but life cant,-1
  feel sufficiently suicidal,1
  stress but not depression,-1
  no suicidal but life cant,-1
  stress but not depression,-1
  no suicidal but life cant,-1
  not suicidal god,-1
  hope not depression,-1
  no suicidal but life cant,-1
  no suicidal but life cant,-1
  no suicidal but life cant,-1
  feel sufficiently suicidal,1
  no suicidal but life cant,-1
  stress but not depression,-1
  hope not depression,-1
  not suicidal god,-1
 ,0
  not suicidal god,-1
  no suicidal but life cant,-1
  stress but not depression,-1
  stress but not depression,-1
 ,0
 ,0
  no suicidal but die,1
  not suicidal god,-1
 ,0
 ,0
 ,0
  not suicidal sha tire living country break work,-1
  hope not depression,-1
  feel sufficiently suicidal,1
  no suicidal but die,1
  hope not depression,-1
  hope not depression,-1
  not,0
  no suicidal but dont,-1
  not suicidal sha tire living country break work,-1
  no suicidal but die,1
  no suicidal but dont,-1
  not,0
  hope not depression,-1
  no suicidal but dont,-1
  feel sufficiently suicidal,1
  no suicidal but dont,-1
  stress but not depression,-1
  suicidal panic play park,1
  hope not depression,-1
  hope not depression,-1
  no suicidal but dont,-1
  not suicidal god,-1
  feel sufficiently suicidal,1
  no suicidal but life cant,-1
  hope not depression,-1
  not,0
  not,0
 ,0
  no suicidal but die,1
  no suicidal but life cant,-1
  not suicidal god,-1
  hope not depression,-1
  not suicidal sha tire living country break work,-1
  feel sufficiently suicidal,1
  stress but not depression,-1
  no suicidal but life cant,-1
  hope not depression,-1
  stress but not depression,-1
  no suicidal but dont,-1
  not suicidal sha tire living country break work,-1
  not suicidal god,-1
  no suicidal but life cant,-1
  not suicidal god,-1
  not suicidal sha tire living country break work,-1
  stress but not depression,-1
  no suicidal but life cant,-1
  stress but not depression,-1
  hope not depression,-1
  no suicidal but die,1
 ,0
  hope not depression,-1
  not suicidal god,-1
 ,0
  no suicidal but die,1
  not suicidal god,-1
  not suicidal god,-1
  no suicidal but life cant,-1
  no suicidal but dont,-1
  stress but not depression,-1
  not,0
  not suicidal god,-1
  stress but not depression,-1
  not suicidal silly,-1
  stress but not depression,-1
 ,0
  feel sufficiently suicidal,1
  not,0
  no suicidal but die,1
  no suicidal but life cant,-1
  not,0
  no suicidal but life cant,-1
  no suicidal but life cant,-1
  no suicidal but die,1
  stress but not depression,-1
  stress but not depression,-1
  no suicidal but life cant,-1
  hope not depression,-1
  hope not depression,-1
  no suicidal but life cant,-1
  not suicidal sha tire living country break work,-1
  stress but not depression,-1
 ,0
  feel sufficiently suicidal,1
  stress but not depression,-1
  no suicidal but life cant,-1
  feel sufficiently suicidal,1
  feel sufficiently suicidal,1
  hope not depression,-1
  not suicidal god,-1
  suicidal panic play park,1
  no suicidal but life cant,-1
  hope not depression,-1
 ,0
  no suicidal but life cant,-1
 ,0
  feel sufficiently suicidal,1
  not suicidal god,-1
  no suicidal but life cant,-1
  no suicidal but dont,-1
  no suicidal but life cant,-1
 ,0
  no suicidal but life cant,-1
  feel sufficiently suicidal,1
  no suicidal but die,1
  not suicidal silly,-1
  no suicidal but life cant,-1
  not suicidal sha tire living country break work,-1
  hope not depression,-1
  hope not depression,-1
  hope not depression,-1
  not suicidal silly,-1
  hope not depression,-1
  no suicidal but life cant,-1
  not suicidal sha tire living country break work,-1
  no suicidal but dont,-1
  no suicidal but life cant,-1
  not,0
  hope not depression,-1
  no suicidal but die,1
  no suicidal but dont,-1
  no suicidal but dont,-1
  stress but not depression,-1
  no suicidal but dont,-1
  not suicidal god,-1
  hope not depression,-1
  not suicidal sha tire living country break work,-1
  feel sufficiently suicidal,1
  hope not depression,-1
  not suicidal sha tire living country break work,-1
  no suicidal but dont,-1
  feel sufficiently suicidal,1
  not suicidal sha tire living country break work,-1
  not suicidal sha tire living country break work,-1
  stress but not depression,-1
  no suicidal but dont,-1
  no suicidal but die,1
  not suicidal sha tire living country break work,-1
  stress but not depression,-1
  no suicidal but die,1
  not suicidal sha tire living country break work,-1
  no suicidal but die,1
  feel sufficiently suicidal,1
  no suicidal but life cant,-1
  no suicidal but life cant,-1
  feel sufficiently suicidal,1
  no suicidal but life cant,-1
  no suicidal but die,1
  stress but not depression,-1
  no suicidal but dont,-1
  hope not depression,-1
  no suicidal but life cant,-1
  hope not depression,-1
  no suicidal but life cant,-1
  hope not depression,-1
